id,duration_ms,pred,arr_len
1,2696.7949999999996,False,1013
2,37.293,False,996
3,37.268,True,1010
4,40.048,False,1010
33,38.41,True,1013
34,40.611000000000004,True,996
35,36.035,True,1010
36,38.022,True,1010
1,37.784,False,1013
2,42.103,True,996
3,40.043,False,1010
4,39.940999999999995,False,1010
1,114.79,True,2026
2,80.247,True,1992
3,72.923,True,2020
1,112.51700000000001,True,3039
1,192.666,True,4052
2,50.312999999999995,False,996
3,38.54,True,1010
1,185.111,True,5065
2,67.385,True,1992
3,89.641,True,2020
4,40.856,False,1010
5,43.541999999999994,True,1013
6,53.638999999999996,False,996
7,34.535000000000004,False,1010
8,49.414,False,1010
5,77.577,True,2026
6,74.018,True,1992
7,68.637,True,2020
8,82.74900000000001,True,2020
9,38.858999999999995,False,1013
10,36.537,False,996
11,29.003,True,1010
12,37.355,False,1010
9,80.086,True,2026
10,62.648999999999994,True,1992
11,73.177,True,2020
12,73.552,True,2020
13,37.327,True,1013
14,36.977999999999994,False,996
15,38.982,False,1010
16,41.024,False,1010
13,60.523,True,2026
14,83.017,True,1992
15,66.996,True,2020
16,82.19500000000001,True,2020
17,33.18,False,1013
18,43.801,False,996
19,53.279,False,1010
20,49.625,True,1010
21,38.107,False,1013
22,36.891,False,996
23,33.099999999999994,False,1010
24,38.296,False,1010
25,67.344,True,1013
26,33.988,False,996
27,38.229,False,1010
28,32.851,False,1010
29,37.993,False,1013
30,33.473000000000006,False,996
31,45.547999999999995,True,1010
32,37.458999999999996,True,1010
