id,duration_ms,pred,arr_len
1,36.219,False,1013
2,40.484,False,996
3,38.056,True,1010
4,29.635,False,1010
33,41.915,True,1013
34,38.595,True,996
35,43.342999999999996,True,1010
36,38.694,True,1010
1,38.894999999999996,False,1013
2,37.93,True,996
3,38.121,False,1010
4,37.993,False,1010
1,70.514,True,2026
2,69.25,True,1992
3,72.478,True,2020
1,94.61500000000001,True,3039
1,141.285,True,4052
2,37.938,False,996
3,37.795,True,1010
1,187.892,True,5065
2,71.647,True,1992
3,71.847,True,2020
4,36.585,False,1010
5,39.314,True,1013
6,78.466,False,996
7,36.919,False,1010
8,33.910000000000004,False,1010
5,71.837,True,2026
6,74.602,True,1992
7,78.53699999999999,True,2020
8,71.241,True,2020
9,37.919000000000004,False,1013
10,40.325,False,996
11,37.915,True,1010
12,36.723,False,1010
9,71.132,True,2026
10,84.40499999999999,True,1992
11,74.312,True,2020
12,78.265,True,2020
13,37.146,True,1013
14,35.988,False,996
15,34.855,False,1010
16,39.059999999999995,False,1010
13,76.529,True,2026
14,67.978,True,1992
15,75.324,True,2020
16,73.26100000000001,True,2020
17,37.87,False,1013
18,35.903999999999996,False,996
19,38.707,False,1010
20,37.752,True,1010
21,37.884,False,1013
22,37.759,False,996
23,37.083999999999996,False,1010
24,38.711000000000006,False,1010
25,36.901,True,1013
26,35.943999999999996,False,996
27,37.686,False,1010
28,37.019000000000005,False,1010
29,36.87,False,1013
30,32.971000000000004,False,996
31,34.889,True,1010
32,34.832,True,1010
