id,duration_ms,pred,arr_len
1,1788.263,False,99
1,14.446,False,599
1,37.482,False,1013
2,4.986,False,354
2,27.757,False,854
2,36.782000000000004,False,996
3,1.997,False,211
3,21.708000000000002,False,711
3,74.16799999999999,True,1010
4,0.9970000000000001,False,30
4,10.325000000000001,False,530
4,44.28,False,1010
33,8.324,False,414
33,30.964,True,914
33,32.813,True,1013
34,4.054,False,330
34,21.665,True,830
34,49.08,True,996
35,0.0,False,3
35,7.556,True,503
35,42.5,True,1003
35,37.067,True,1010
36,6.124,False,478
36,38.868,True,978
36,34.967,True,1010
1,1.952,False,198
1,23.009,False,698
1,41.925,False,1013
2,5.048,False,339
2,28.306,True,839
2,39.538999999999994,True,996
3,8.863,False,480
3,39.708,False,980
3,38.189,False,1010
4,5.982,False,373
4,30.538,False,873
4,39.504,False,1010
1,10.101,True,498
1,40.51,False,998
1,40.571000000000005,False,1013
2,3.036,False,271
2,24.621000000000002,False,771
2,35.599,False,996
3,3.023,False,132
3,16.604,True,632
3,37.854,True,1010
1,1.996,False,31
1,14.958,False,531
1,41.397999999999996,False,1013
1,2.993,False,157
1,19.947,False,657
1,40.95,False,1013
2,2.025,False,86
2,20.366,False,586
2,71.929,False,996
3,12.782,True,455
3,37.707,True,955
3,39.041,True,1010
1,8.978,False,428
1,36.901999999999994,False,928
1,42.88,False,1013
2,3.021,False,212
2,22.98,False,712
2,45.204,False,996
3,1.028,False,75
3,12.49,False,575
3,41.882999999999996,False,1010
4,9.011,False,427
4,36.48,False,927
4,39.226,False,1010
5,1.9949999999999999,False,39
5,24.311,False,539
5,41.43,True,1013
6,6.175,False,310
6,24.565,False,810
6,38.235,False,996
7,5.041,False,489
7,39.848,False,989
7,41.021,False,1010
8,1.395,False,52
8,14.9,False,552
8,41.387,False,1010
5,3.9899999999999998,False,249
5,24.029999999999998,True,749
5,41.929,True,1013
6,1.957,False,189
6,20.692999999999998,False,689
6,36.806,False,996
7,8.016,False,366
7,30.790000000000003,False,866
7,41.239,False,1010
8,1.519,False,32
8,15.859000000000002,False,532
8,41.455,False,1010
9,11.977,True,494
9,41.915,False,994
9,39.65,False,1013
10,5.306,False,476
10,41.416000000000004,False,976
10,39.475,False,996
11,7.9830000000000005,False,438
11,69.566,True,938
11,52.969,True,1010
12,1.991,False,24
12,15.959000000000001,False,524
12,37.723,False,1010
9,3.027,False,241
9,26.006,False,741
9,41.964,True,1013
10,0.9959999999999999,False,2
10,12.546,False,502
10,38.296,False,996
11,5.368,False,329
11,27.404999999999998,False,829
11,39.468,False,1010
12,5.035,False,197
12,12.447,False,697
12,41.401,False,1010
13,10.451,False,436
13,38.932,True,936
13,42.559,True,1013
14,4.991,False,111
14,17.070999999999998,False,611
14,38.938,False,996
15,7.011,False,374
15,31.375,False,874
15,38.665,False,1010
16,2.542,False,220
16,14.996,False,720
16,39.690999999999995,False,1010
13,9.932,False,458
13,36.153,False,958
13,39.788,False,1013
14,1.9940000000000002,False,124
14,10.435,False,624
14,48.106,False,996
15,3.9880000000000004,False,310
15,26.009999999999998,False,810
15,47.273999999999994,False,1010
16,1.996,False,132
16,16.945999999999998,False,632
16,36.3,False,1010
17,3.0669999999999997,False,379
17,32.279,False,879
17,39.088,False,1013
18,6.019,False,344
18,28.672,False,844
18,39.253,False,996
19,4.026,False,322
19,27.267,False,822
19,46.18,False,1010
20,6.984,False,356
20,29.748,True,856
20,37.596,True,1010
21,9.978000000000002,False,391
21,30.308999999999997,False,891
21,39.385999999999996,False,1013
22,3.9839999999999995,False,70
22,21.607000000000003,False,570
22,38.1,False,996
23,1.9940000000000002,True,7
23,12.297,False,507
23,40.073,False,1007
23,37.396,False,1010
24,8.049000000000001,False,476
24,40.71,False,976
24,37.582,False,1010
25,8.977,False,435
25,34.073,True,935
25,38.905,True,1013
26,5.048,False,440
26,38.225,False,940
26,34.908,False,996
27,5.981,False,336
27,26.93,False,836
27,38.517,False,1010
28,3.009,False,206
28,19.459,False,706
28,39.652,False,1010
29,4.077,False,248
29,24.663,False,748
29,38.49,False,1013
30,1.9929999999999999,False,126
30,16.395,False,626
30,39.371,False,996
31,9.011,False,425
31,33.256,True,925
31,39.32299999999999,True,1010
32,6.483,False,33
32,13.471,False,533
32,40.664,True,1010
