id,duration_ms,pred,arr_len
1,0.0,False,99
1,4716.929,False,599
1,65.454,False,1013
2,14.343,False,354
2,59.753,False,854
2,62.832,False,996
3,6.084,False,211
3,40.364999999999995,False,711
3,68.705,False,1010
4,0.0,False,30
4,24.285,False,530
4,64.888,False,1010
33,17.388,False,414
33,55.995999999999995,True,914
33,62.870999999999995,True,1013
34,10.616999999999999,False,330
34,41.062000000000005,True,830
34,62.148,True,996
35,0.0,False,3
35,22.451999999999998,True,503
35,66.11200000000001,True,1003
35,66.327,True,1010
36,22.686999999999998,False,478
36,63.997,True,978
36,69.08,True,1010
1,0.0,False,198
1,61.115,False,698
1,68.59400000000001,False,1013
2,6.872,False,339
2,52.540000000000006,True,839
2,66.166,True,996
3,20.618000000000002,False,480
3,64.322,False,980
3,73.957,False,1010
4,15.31,False,373
4,63.14300000000001,False,873
4,77.74000000000001,False,1010
1,22.467000000000002,True,498
1,65.985,False,998
1,71.181,False,1013
2,6.018,True,271
2,44.609,False,771
2,72.233,False,996
3,0.0,False,132
3,32.172,True,632
3,62.772999999999996,True,1010
1,0.0,False,31
1,23.105,False,531
1,70.452,False,1013
1,0.0,False,157
1,32.794999999999995,False,657
1,68.95700000000001,False,1013
2,0.0,False,86
2,23.413,False,586
2,66.068,False,996
3,14.396,True,455
3,57.599,True,955
3,59.991,True,1010
1,16.996000000000002,True,428
1,57.769,False,928
1,66.844,False,1013
2,4.983,True,212
2,33.68,False,712
2,65.048,False,996
3,0.0,False,75
3,24.448999999999998,False,575
3,68.853,False,1010
4,15.054,True,427
4,61.063,False,927
4,79.541,False,1010
5,0.0,False,39
5,24.368000000000002,True,539
5,73.667,True,1013
6,8.495000000000001,False,310
6,45.057,False,810
6,68.883,False,996
7,25.329,False,489
7,73.613,False,989
7,66.89699999999999,False,1010
8,0.0,False,52
8,25.481,False,552
8,73.17800000000001,False,1010
5,7.021999999999999,False,249
5,37.398,True,749
5,67.03,True,1013
6,0.0,False,189
6,45.258,False,689
6,72.857,False,996
7,18.181,False,366
7,54.627,False,866
7,72.49600000000001,False,1010
8,0.0,False,32
8,24.476000000000003,False,532
8,71.36099999999999,True,1010
9,21.117,False,494
9,63.031000000000006,False,994
9,71.76,False,1013
10,18.338,False,476
10,71.993,False,976
10,84.74,False,996
11,24.421000000000003,False,438
11,60.151999999999994,False,938
11,63.265,False,1010
12,0.0,False,24
12,25.683,False,524
12,66.69,False,1010
9,5.013,True,241
9,39.010000000000005,False,741
9,111.989,True,1013
10,0.0,False,2
10,21.402,False,502
10,64.756,False,996
11,10.486,False,329
11,51.219,False,829
11,61.711,False,1010
12,0.0,False,197
12,37.291,False,697
12,79.474,False,1010
13,15.768,False,436
13,58.0,False,936
13,67.213,False,1013
14,0.0,False,111
14,26.232,False,611
14,64.53200000000001,False,996
15,13.96,False,374
15,52.193000000000005,False,874
15,71.85,False,1010
16,6.0,False,220
16,32.112,False,720
16,64.878,False,1010
13,25.948999999999998,False,458
13,70.77600000000001,False,958
13,89.12299999999999,False,1013
14,0.0,False,124
14,38.045,False,624
14,75.807,False,996
15,9.049,False,310
15,50.369,False,810
15,77.50999999999999,False,1010
16,0.0,False,132
16,42.477000000000004,False,632
16,72.38,True,1010
17,16.999,False,379
17,69.79599999999999,False,879
17,62.833,False,1013
18,12.52,False,344
18,58.507000000000005,False,844
18,76.85000000000001,False,996
19,8.491999999999999,False,322
19,50.972,False,822
19,60.970000000000006,False,1010
20,10.166,False,356
20,49.959,True,856
20,57.882000000000005,True,1010
21,12.09,False,391
21,63.17100000000001,False,891
21,65.316,False,1013
22,0.0,False,70
22,23.761,False,570
22,71.931,False,996
23,0.0,False,7
23,29.901,False,507
23,79.051,False,1007
23,67.71000000000001,False,1010
24,20.361,False,476
24,58.201,False,976
24,81.36500000000001,False,1010
25,15.928999999999998,False,435
25,58.702999999999996,True,935
25,58.649,True,1013
26,15.557,False,440
26,66.179,False,940
26,68.20400000000001,False,996
27,12.738,False,336
27,57.417,False,836
27,82.77900000000001,False,1010
28,9.407,False,206
28,38.282,False,706
28,82.74199999999999,False,1010
29,8.014999999999999,False,248
29,40.904999999999994,True,748
29,76.179,False,1013
30,0.0,False,126
30,39.032,False,626
30,75.291,False,996
31,21.527,False,425
31,55.77,True,925
31,79.051,True,1010
32,0.0,False,33
32,31.988999999999997,False,533
32,58.491,True,1010
